info_id,emp_id,number_consumers,mode,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,check_closed,lock_time,cashier_id,pc_id,order_number,org_id,print_doc_bill_num,lock_table_info,order_status,phone,name
1363,3840,4,,1485,1004,572,19,572,2023-03-23 17:26:00,,2023-03-23 17:44:00,,,,330,,,1,18688882992,倪节强
1364,3593,9,,1509,1016,1174,45,1174,2023-07-23 12:10:00,,2023-07-23 12:16:00,,,,330,,,1,18688882745,饶乙二
1365,2377,6,,1489,1010,1046,28,1046,2023-06-15 12:41:00,,2023-06-15 12:55:00,,,,330,,,1,18688881529,孟柳寅
1366,2473,9,,1499,1017,1442,40,1442,2023-05-11 18:40:00,,2023-05-11 18:58:00,,,,330,,,1,18688881625,陈子然
1367,2869,5,,1513,1036,574,22,574,2023-01-02 13:23:00,,2023-01-02 13:31:00,,,,330,,,1,18688882021,卢俊祯
1368,1140,9,,1496,1016,1387,43,1387,2023-04-03 21:31:00,,2023-04-03 21:42:00,,,,330,,,1,18688880322,冯晓婷
1369,3814,3,,1501,1032,353,13,353,2023-01-22 12:52:00,,2023-01-22 13:12:00,,,,330,,,1,18688882966,董继豪
1370,1450,9,,1499,1030,939,42,939,2023-04-03 18:12:00,,2023-04-03 18:20:00,,,,330,,,1,18688880649,苗家畅
1371,1772,5,,1515,1026,435,24,435,2023-05-17 20:16:00,,2023-05-17 20:22:00,,,,330,,,1,18688880924,匡奇芸
1372,2245,10,,1498,1020,1310,41,1310,2023-01-15 11:24:00,,2023-01-15 11:37:00,,,,330,,,1,18688881397,双焯迪
1373,3498,10,,1519,1018,1327,49,1327,2023-05-26 20:47:00,,2023-05-26 21:05:00,,,,330,,,1,18688882650,罗以澜
1374,2955,10,,1497,1040,1414,47,1414,2023-03-20 19:22:00,,2023-03-20 19:41:00,,,,330,,,1,18688882107,杜德龙
1375,3604,6,,1488,1009,696,25,696,2023-06-20 11:00:00,,2023-06-20 11:06:00,,,,330,,,1,18688882756,吉恩泽
1376,2588,5,,1486,1026,646,24,646,2023-02-27 19:50:00,,2023-02-27 19:57:00,,,,330,,,1,18688881740,申家沅
1377,1203,2,,1482,1001,356,7,356,2023-04-15 20:55:00,,2023-04-15 21:03:00,,,,330,,,1,18688880402,李俊
1378,2456,4,,1511,1005,556,19,556,2023-06-12 12:51:00,,2023-06-12 13:10:00,,,,330,,,1,18688881608,虞天翔
1379,2304,9,,1509,1016,1114,39,1114,2023-05-18 19:53:00,,2023-05-18 20:12:00,,,,330,,,1,18688881456,吕泓志
1380,1846,10,,1495,1020,1798,46,1798,2023-03-05 20:48:00,,2023-03-05 21:05:00,,,,330,,,1,18688880998,郑柯辰
1381,1868,3,,1500,1032,548,13,548,2023-05-04 19:37:00,,2023-05-04 19:50:00,,,,330,,,1,18688881020,樊乙永
1382,3300,10,,1498,1016,1782,46,1782,2023-05-12 20:38:00,,2023-05-12 20:46:00,,,,330,,,1,18688882452,艾朵
1383,2625,8,,1508,1015,1640,37,1640,2023-06-05 12:37:00,,2023-06-05 12:57:00,,,,330,,,1,18688881777,刘书现
1384,3225,9,,1496,1017,1020,39,1020,2023-03-17 20:21:00,,2023-03-17 20:29:00,,,,330,,,1,18688882377,文昕雨
1385,2241,8,,1492,1027,1520,35,1520,2023-06-15 12:08:00,,2023-06-15 12:13:00,,,,330,,,1,18688881393,苑庆阳
1386,1245,9,,1495,1040,1352,38,1352,2023-07-31 11:01:00,,2023-07-31 11:16:00,,,,330,,,1,18688880443,李明军
1387,1514,2,,1482,1003,334,7,334,2023-02-28 20:06:00,,2023-02-28 20:16:00,,,,330,,,1,18688880713,薛雯雯
1388,1990,6,,1513,1009,1024,25,1024,2023-04-21 20:24:00,,2023-04-21 20:40:00,,,,330,,,1,18688881142,沙辉华
1389,3487,9,,1498,1018,1011,42,1011,2023-02-26 17:15:00,,2023-02-26 17:32:00,,,,330,,,1,18688882639,竺明乙
1390,2883,6,,1504,1025,1050,26,1050,2023-03-11 21:29:00,,2023-03-11 21:39:00,,,,330,,,1,18688882035,钱縻雳
1391,2225,7,,1494,1037,1426,33,1426,2023-01-08 12:37:00,,2023-01-08 12:54:00,,,,330,,,1,18688881377,鲍彦腾
1392,1174,5,,1488,1008,743,21,743,2023-04-13 17:45:00,,2023-04-13 17:52:00,,,,330,,,1,18688880353,陈雨欣
1393,3638,3,,1511,1004,566,11,566,2023-05-08 18:23:00,,2023-05-08 18:35:00,,,,330,,,1,18688882790,姜武
1394,3211,3,,1483,1005,538,11,538,2023-02-22 18:22:00,,2023-02-22 18:36:00,,,,330,,,1,18688882363,和肫
1395,3235,3,,1501,1032,390,12,390,2023-05-25 18:52:00,,2023-05-25 18:58:00,,,,330,,,1,18688882387,楼桐伊
1396,3775,10,,1499,1017,1296,41,1296,2023-02-05 18:10:00,,2023-02-05 18:15:00,,,,330,,,1,18688882927,沃木芸
1397,1272,4,,1511,1004,497,14,497,2023-07-18 13:30:00,,2023-07-18 13:45:00,,,,330,,,1,18688880470,孙洪波
1398,1500,4,,1501,1033,564,13,564,2023-02-25 19:28:00,,2023-02-25 19:35:00,,,,330,,,1,18688880699,程惠
1399,1353,7,,1490,1029,1296,35,1296,2023-06-07 11:14:00,,2023-06-07 11:29:00,,,,330,,,1,18688880552,麦颖芝
1400,1710,2,,1481,1002,269,6,269,2023-02-07 20:29:00,,2023-02-07 20:38:00,,,,330,,,1,18688880259,孙孔孜
1401,2175,5,,1503,1036,694,19,694,2023-05-15 19:34:00,,2023-05-15 19:49:00,,,,330,,,1,18688881327,崔进
1402,3798,6,,1487,1034,838,29,838,2023-04-27 20:25:00,,2023-04-27 20:41:00,,,,330,,,1,18688882950,庄梓灵
1403,3571,2,,1481,1002,269,8,269,2023-02-13 20:45:00,,2023-02-13 20:52:00,,,,330,,,1,18688882723,汪紫微
1404,3697,7,,1516,1014,1421,28,1421,2023-04-09 19:54:00,,2023-04-09 20:03:00,,,,330,,,1,18688882849,沙难
1405,2269,10,,1495,1018,1767,42,1767,2023-01-02 13:16:00,,2023-01-02 13:36:00,,,,330,,,1,18688881421,魏运德
1406,2094,4,,1510,1005,556,13,556,2023-07-18 11:08:00,,2023-07-18 11:15:00,,,,330,,,1,18688881246,管致远
1407,3351,5,,1515,1025,642,19,642,2023-05-29 17:13:00,,2023-05-29 17:30:00,,,,330,,,1,18688882503,白煜u
1408,1663,9,,1497,1016,1488,39,1488,2023-02-11 18:12:00,,2023-02-11 18:29:00,,,,330,,,1,18688880162,王文凯
1409,1203,2,,1480,1003,289,9,289,2023-05-11 19:42:00,,2023-05-11 19:48:00,,,,330,,,1,18688880402,李俊
1410,3748,9,,1498,1020,1438,39,1438,2023-03-15 17:38:00,,2023-03-15 17:55:00,,,,330,,,1,18688882900,阴阳铭
1411,1329,5,,1513,1036,865,19,865,2023-07-21 13:58:00,,2023-07-21 14:13:00,,,,330,,,1,18688880528,乌文韵
1412,2243,9,,1498,1019,964,42,964,2023-04-29 19:33:00,,2023-04-29 19:53:00,,,,330,,,1,18688881395,史玉琴
1413,3456,5,,1503,1026,542,19,542,2023-04-19 18:53:00,,2023-04-19 19:02:00,,,,330,,,1,18688882608,汲x蔚
1414,3639,10,,1498,1030,1352,49,1352,2023-03-16 19:03:00,,2023-03-16 19:10:00,,,,330,,,1,18688882791,封振翔
1415,3607,9,,1499,1018,929,43,929,2023-07-06 13:02:00,,2023-07-06 13:10:00,,,,330,,,1,18688882759,樊佳义
1416,2167,10,,1499,1017,1768,49,1768,2023-03-03 17:03:00,,2023-03-03 17:20:00,,,,330,,,1,18688881319,董周及
1417,3222,4,,1483,1021,344,15,344,2023-07-03 12:49:00,,2023-07-03 12:57:00,,,,330,,,1,18688882374,俞家妍
1418,2528,5,,1515,1034,440,21,440,2023-02-19 17:27:00,,2023-02-19 17:40:00,,,,330,,,1,18688881680,蔺泓柘
1419,2033,5,,1488,1026,612,21,612,2023-02-16 18:47:00,,2023-02-16 18:55:00,,,,330,,,1,18688881185,龚耀刊
1420,1835,6,,1489,1026,1104,30,1104,2023-02-18 19:01:00,,2023-02-18 19:15:00,,,,330,,,1,18688880987,关瑞鲲
1421,3334,8,,1490,1013,1386,36,1386,2023-05-25 19:28:00,,2023-05-25 19:44:00,,,,330,,,1,18688882486,谭雪芳
1422,1021,7,,1508,1028,919,36,919,2023-04-24 19:41:00,,2023-04-24 19:55:00,,,,330,,,1,18688880040,叶潇逸
1423,1352,2,,1482,1001,382,8,382,2023-02-18 19:18:00,,2023-02-18 19:36:00,,,,330,,,1,18688880551,麦一夫
1424,1072,10,,1498,1017,1371,42,1371,2023-04-21 21:34:00,,2023-04-21 21:52:00,,,,330,,,1,18688880097,龚伟骏
1425,2511,4,,1500,1033,714,17,714,2023-06-02 12:28:00,,2023-06-02 12:48:00,,,,330,,,1,18688881663,姬峰波
1426,3820,4,,1502,1004,659,19,659,2023-02-12 20:46:00,,2023-02-12 21:04:00,,,,330,,,1,18688882972,鞠红琨
1427,1849,5,,1505,1025,731,24,731,2023-05-12 18:53:00,,2023-05-12 19:10:00,,,,330,,,1,18688881001,童艺萱
1428,3483,6,,1515,1035,1130,28,1130,2023-03-20 21:39:00,,2023-03-20 21:57:00,,,,330,,,1,18688882635,黄曦阅
1429,2147,3,,1501,1021,481,11,481,2023-03-31 17:51:00,,2023-03-31 18:03:00,,,,330,,,1,18688881299,萧郁丁
1430,1554,10,,1499,1018,1749,48,1749,2023-02-02 19:09:00,,2023-02-02 19:23:00,,,,330,,,1,18688880753,王知一
1431,1124,9,,1496,1040,1231,41,1231,2023-04-24 20:15:00,,2023-04-24 20:27:00,,,,330,,,1,18688880217,周钰彤
1432,2466,6,,1513,1024,743,31,743,2023-03-06 17:36:00,,2023-03-06 17:56:00,,,,330,,,1,18688881618,卢键华
1433,3508,4,,1511,1031,709,17,709,2023-02-25 19:56:00,,2023-02-25 20:11:00,,,,330,,,1,18688882660,甄恬田
1434,2556,9,,1519,1020,1491,41,1491,2023-05-10 18:53:00,,2023-05-10 19:09:00,,,,330,,,1,18688881708,廖静怡
1435,2694,9,,1497,1020,1064,44,1064,2023-02-11 20:01:00,,2023-02-11 20:11:00,,,,330,,,1,18688881846,边风
1436,1461,10,,1496,1020,1215,44,1215,2023-01-06 13:08:00,,2023-01-06 13:14:00,,,,330,,,1,18688880660,牛红红
1437,1290,9,,1497,1040,1291,41,1291,2023-02-26 20:41:00,,2023-02-26 20:49:00,,,,330,,,1,18688880489,蒲荷
1438,2393,9,,1499,1019,1066,39,1066,2023-07-27 11:25:00,,2023-07-27 11:36:00,,,,330,,,1,18688881545,路明
1439,2181,6,,1505,1026,728,30,728,2023-02-22 17:23:00,,2023-02-22 17:30:00,,,,330,,,1,18688881333,康紫瑗
1440,3828,8,,1506,1038,1245,35,1245,2023-03-24 19:03:00,,2023-03-24 19:21:00,,,,330,,,1,18688882980,甄效勋
1441,2794,5,,1515,1035,760,22,760,2023-07-25 13:13:00,,2023-07-25 13:19:00,,,,330,,,1,18688881946,侯昭旭
1442,1511,8,,1516,1013,1631,36,1631,2023-07-26 12:30:00,,2023-07-26 12:47:00,,,,330,,,1,18688880710,魏煜晨
1443,2243,7,,1491,1015,1035,30,1035,2023-03-21 19:24:00,,2023-03-21 19:41:00,,,,330,,,1,18688881395,史玉琴
1444,1618,9,,1495,1040,1239,40,1239,2023-02-16 18:44:00,,2023-02-16 19:00:00,,,,330,,,1,18688880817,柴柏君
1445,3111,4,,1484,1031,599,15,599,2023-06-26 11:03:00,,2023-06-26 11:13:00,,,,330,,,1,18688882263,余映缇
1446,3481,5,,1514,1036,922,16,922,2023-06-03 13:07:00,,2023-06-03 13:12:00,,,,330,,,1,18688882633,时茹轩
1447,2826,9,,1509,1016,1280,44,1280,2023-07-24 11:30:00,,2023-07-24 11:42:00,,,,330,,,1,18688881978,索琳琳
1448,2795,6,,1504,1036,722,26,722,2023-07-24 12:36:00,,2023-07-24 12:51:00,,,,330,,,1,18688881947,毛祥何
1449,1530,2,,1481,1001,388,6,388,2023-07-18 11:33:00,,2023-07-18 11:45:00,,,,330,,,1,18688880729,夏婷慧
1450,3503,2,,1482,1001,254,7,254,2023-05-06 18:16:00,,2023-05-06 18:33:00,,,,330,,,1,18688882655,吴禹隆
1451,3244,8,,1518,1014,1582,39,1582,2023-03-24 20:13:00,,2023-03-24 20:25:00,,,,330,,,1,18688882396,邵逸晗
1452,1603,7,,1507,1014,808,35,808,2023-03-22 18:13:00,,2023-03-22 18:29:00,,,,330,,,1,18688880802,柴榆潍
1453,2679,2,,1480,1003,416,9,416,2023-05-28 19:02:00,,2023-05-28 19:15:00,,,,330,,,1,18688881831,匡驰桦
1454,3516,9,,1498,1020,1113,40,1113,2023-05-04 20:28:00,,2023-05-04 20:39:00,,,,330,,,1,18688882668,陆冠行
1455,1371,9,,1496,1016,1143,46,1143,2023-04-26 20:15:00,,2023-04-26 20:24:00,,,,330,,,1,18688880570,易英凡
1456,3352,6,,1488,1036,866,26,866,2023-07-03 13:55:00,,2023-07-03 14:02:00,,,,330,,,1,18688882504,刁新铄
1457,3708,3,,1485,1031,600,12,600,2023-01-18 13:52:00,,2023-01-18 14:11:00,,,,330,,,1,18688882860,孔德ü
1458,1674,8,,1491,1013,1425,39,1425,2023-02-24 21:12:00,,2023-02-24 21:30:00,,,,330,,,1,18688880173,孙熙凯
1459,1087,4,,1512,1021,482,15,482,2023-04-26 19:26:00,,2023-04-26 19:39:00,,,,330,,,1,18688880105,王静
1460,1817,9,,1499,1020,990,41,990,2023-07-12 12:43:00,,2023-07-12 12:56:00,,,,330,,,1,18688880969,容朔芝
1461,2454,4,,1511,1004,548,19,548,2023-05-17 18:33:00,,2023-05-17 18:47:00,,,,330,,,1,18688881606,袁浙旭
1462,2533,10,,1496,1018,1807,48,1807,2023-07-27 11:33:00,,2023-07-27 11:43:00,,,,330,,,1,18688881685,寇祉含
1463,3704,5,,1505,1026,687,22,687,2023-01-15 20:55:00,,2023-01-15 21:03:00,,,,330,,,1,18688882856,储也恒
1464,3225,6,,1503,1009,1176,29,1176,2023-01-14 12:54:00,,2023-01-14 13:08:00,,,,330,,,1,18688882377,文昕雨
1465,1961,7,,1491,1011,1077,34,1077,2023-07-29 13:14:00,,2023-07-29 13:28:00,,,,330,,,1,18688881113,姚瞻荣
1466,2202,3,,1502,1022,484,13,484,2023-05-29 20:11:00,,2023-05-29 20:25:00,,,,330,,,1,18688881354,路妍
1467,3160,8,,1492,1039,1161,35,1161,2023-07-17 11:40:00,,2023-07-17 11:55:00,,,,330,,,1,18688882312,艾融乐
1468,2829,4,,1501,1023,818,12,818,2023-04-15 18:51:00,,2023-04-15 19:09:00,,,,330,,,1,18688881981,宁俪杰
1469,3139,2,,1482,1003,378,7,378,2023-05-19 19:00:00,,2023-05-19 19:13:00,,,,330,,,1,18688882291,吕骐那
1470,2844,4,,1511,1021,658,13,658,2023-04-08 20:29:00,,2023-04-08 20:35:00,,,,330,,,1,18688881996,孙海超
1471,1152,9,,1496,1016,1401,43,1401,2023-01-30 13:52:00,,2023-01-30 14:03:00,,,,330,,,1,18688880326,冷子彭
1472,1123,2,,1480,1001,319,7,319,2023-06-22 12:37:00,,2023-06-22 12:53:00,,,,330,,,1,18688880117,周东平
1473,2376,2,,1480,1002,267,6,267,2023-05-20 17:34:00,,2023-05-20 17:52:00,,,,330,,,1,18688881528,融珂
1474,2088,8,,1492,1038,1336,36,1336,2023-07-14 13:37:00,,2023-07-14 13:55:00,,,,330,,,1,18688881240,班林华
1475,1672,5,,1504,1007,857,25,857,2023-01-10 20:31:00,,2023-01-10 20:45:00,,,,330,,,1,18688880171,胡宇凯
1476,3708,2,,1480,1001,258,7,258,2023-05-06 20:06:00,,2023-05-06 20:14:00,,,,330,,,1,18688882860,孔德ü
1477,2037,9,,1497,1030,940,45,940,2023-03-09 19:02:00,,2023-03-09 19:10:00,,,,330,,,1,18688881189,伊淙淙
1478,3709,7,,1494,1011,875,35,875,2023-02-14 19:25:00,,2023-02-14 19:32:00,,,,330,,,1,18688882861,苏炜镇
1479,2855,9,,1509,1020,1288,45,1288,2023-06-07 13:35:00,,2023-06-07 13:44:00,,,,330,,,1,18688882007,鲍春来
1480,1433,10,,1498,1040,1342,47,1342,2023-03-12 21:12:00,,2023-03-12 21:20:00,,,,330,,,1,18688880632,包承昊
1481,1899,5,,1515,1025,707,25,707,2023-07-13 11:31:00,,2023-07-13 11:42:00,,,,330,,,1,18688881051,穆纪泽
1482,1604,4,,1502,1031,485,16,485,2023-01-07 12:36:00,,2023-01-07 12:51:00,,,,330,,,1,18688880803,柴赦了
1483,1673,2,,1480,1003,367,9,367,2023-07-21 11:11:00,,2023-07-21 11:18:00,,,,330,,,1,18688880172,韩雨熙
1484,2545,4,,1512,1031,629,19,629,2023-04-14 17:49:00,,2023-04-14 17:57:00,,,,330,,,1,18688881697,聂思淼
1485,2689,3,,1485,1033,374,10,374,2023-05-15 19:22:00,,2023-05-15 19:35:00,,,,330,,,1,18688881841,童砚
1486,3593,3,,1510,1032,368,11,368,2023-05-22 18:27:00,,2023-05-22 18:36:00,,,,330,,,1,18688882745,饶乙二
1487,1987,8,,1491,1028,1301,36,1301,2023-01-05 20:57:00,,2023-01-05 21:14:00,,,,330,,,1,18688881139,黎浩杰
1488,1479,4,,1502,1023,560,15,560,2023-05-12 21:01:00,,2023-05-12 21:09:00,,,,330,,,1,18688880678,辛礼孝
1489,2753,4,,1502,1005,430,19,430,2023-03-11 20:18:00,,2023-03-11 20:33:00,,,,330,,,1,18688881905,方智
1490,3384,8,,1506,1039,1185,39,1185,2023-02-27 20:03:00,,2023-02-27 20:14:00,,,,330,,,1,18688882536,巩艺琪
1491,1018,4,,1502,1032,606,14,606,2023-01-17 12:26:00,,2023-01-17 12:44:00,,,,330,,,1,18688880037,卢子翰
1492,2472,7,,1491,1029,1351,31,1351,2023-05-15 20:43:00,,2023-05-15 21:02:00,,,,330,,,1,18688881624,莫若水
1493,1351,2,,1482,1002,375,8,375,2023-02-05 21:14:00,,2023-02-05 21:33:00,,,,330,,,1,18688880550,麦东广
1494,2196,2,,1480,1001,360,7,360,2023-06-13 13:07:00,,2023-06-13 13:23:00,,,,330,,,1,18688881348,竺宜烁
1495,1399,4,,1512,1005,343,14,343,2023-04-14 19:55:00,,2023-04-14 20:10:00,,,,330,,,1,18688880598,司田田
1496,1419,4,,1501,1004,492,16,492,2023-06-08 12:48:00,,2023-06-08 12:59:00,,,,330,,,1,18688880618,尹俊曦
1497,3596,10,,1498,1019,1670,43,1670,2023-01-14 17:02:00,,2023-01-14 17:22:00,,,,330,,,1,18688882748,彭兰清
1498,3670,5,,1514,1026,909,17,909,2023-01-09 12:58:00,,2023-01-09 13:07:00,,,,330,,,1,18688882822,余紫焉
1499,1633,9,,1498,1040,1480,45,1480,2023-04-16 17:42:00,,2023-04-16 17:51:00,,,,330,,,1,18688880832,杜晓冰
1500,3623,4,,1485,1031,797,14,797,2023-04-17 18:34:00,,2023-04-17 18:43:00,,,,330,,,1,18688882775,付化雨
1501,2162,9,,1497,1019,1313,39,1313,2023-06-06 12:47:00,,2023-06-06 13:02:00,,,,330,,,1,18688881314,花家竟
1502,3794,5,,1504,1008,597,19,597,2023-04-22 20:28:00,,2023-04-22 20:35:00,,,,330,,,1,18688882946,秦紫阳
1503,3285,8,,1506,1029,1078,41,1078,2023-05-06 20:48:00,,2023-05-06 20:59:00,,,,330,,,1,18688882437,孔家和
1504,3762,4,,1485,1004,560,12,560,2023-02-19 17:09:00,,2023-02-19 17:17:00,,,,330,,,1,18688882914,许智蕴
1505,1587,7,,1507,1012,1278,37,1278,2023-04-15 20:32:00,,2023-04-15 20:51:00,,,,330,,,1,18688880786,高鑫源
1506,3240,9,,1509,1017,1475,42,1475,2023-05-01 20:29:00,,2023-05-01 20:48:00,,,,330,,,1,18688882392,家琛岐
1507,1912,4,,1511,1005,469,12,469,2023-04-11 17:43:00,,2023-04-11 17:56:00,,,,330,,,1,18688881064,黎海钰
1508,2145,6,,1487,1035,1094,27,1094,2023-01-05 13:14:00,,2023-01-05 13:23:00,,,,330,,,1,18688881297,黎梓澎
1509,3238,5,,1515,1009,529,17,529,2023-02-15 17:08:00,,2023-02-15 17:25:00,,,,330,,,1,18688882390,鞠梓骑
1510,3687,7,,1518,1038,1163,31,1163,2023-07-21 13:08:00,,2023-07-21 13:16:00,,,,330,,,1,18688882839,赖金凤
1511,2819,3,,1511,1022,512,12,512,2023-02-07 19:29:00,,2023-02-07 19:38:00,,,,330,,,1,18688881971,黄芯然
1512,2761,3,,1501,1033,566,14,566,2023-06-13 11:17:00,,2023-06-13 11:32:00,,,,330,,,1,18688881913,邵艳蕾
1513,3145,8,,1506,1038,1659,41,1659,2023-01-20 13:34:00,,2023-01-20 13:47:00,,,,330,,,1,18688882297,吕心水
1514,2488,6,,1487,1025,1143,23,1143,2023-04-28 19:53:00,,2023-04-28 20:07:00,,,,330,,,1,18688881640,仲俊秋
1515,3232,4,,1512,1021,490,14,490,2023-06-21 12:28:00,,2023-06-21 12:40:00,,,,330,,,1,18688882384,康冬钤
1516,1338,6,,1514,1034,1115,25,1115,2023-01-29 11:42:00,,2023-01-29 12:00:00,,,,330,,,1,18688880537,卓小楚
1517,1641,5,,1488,1024,851,18,851,2023-07-10 12:21:00,,2023-07-10 12:36:00,,,,330,,,1,18688880840,杜朝阳
1518,2797,6,,1503,1009,548,27,548,2023-02-25 20:08:00,,2023-02-25 20:20:00,,,,330,,,1,18688881949,关狄梨
1519,1538,9,,1519,1016,1452,45,1452,2023-07-21 13:45:00,,2023-07-21 13:55:00,,,,330,,,1,18688880737,蔡雨桐
1520,3768,6,,1486,1034,883,26,883,2023-06-22 12:39:00,,2023-06-22 12:52:00,,,,330,,,1,18688882920,易之赫
1521,1975,4,,1511,1022,456,19,456,2023-06-07 12:16:00,,2023-06-07 12:31:00,,,,330,,,1,18688881127,单星文
1522,1845,9,,1497,1017,1034,38,1034,2023-06-15 13:21:00,,2023-06-15 13:39:00,,,,330,,,1,18688880997,时琰彤
1523,3636,9,,1499,1019,1332,40,1332,2023-06-10 11:13:00,,2023-06-10 11:22:00,,,,330,,,1,18688882788,曾庆云
1524,1886,10,,1519,1018,1671,45,1671,2023-07-14 12:06:00,,2023-07-14 12:23:00,,,,330,,,1,18688881038,郑涵妮
1525,1553,8,,1493,1029,1430,38,1430,2023-01-04 11:38:00,,2023-01-04 11:47:00,,,,330,,,1,18688880752,王沐辰
