USER_ID,MYID,ACCOUNT,NAME,ORGANIZE_ID,ORGANIZE_NAME,DUTY_ID,TITLE_ID,PASSWORD,EMAIL,LANG,THEME,FIRST_VISIT,PREVIOUS_VISIT,LAST_VISITS,LOGIN_COUNT,ISEMPLOYEE,STATUS,IP,DESCRIPTION,QUESTION_ID,ANSWER,ISONLINE,CREATED,LASTMOD,CREATER,MODIFYER,TEL,STUNO,QQ,WEIXIN,SEX,POO,ADDRESS,AGE,TYPE
2686,,包寿卫,a1714,330,统计17级,,,202cb962ac59075b964b07152d234b1138,,,,,,,,,,,,,,,2021-12-02 20:47:00,,1070.0,,18688881838,2018737,,,女,广西北海,广州,24,已流失
2272,,包书详,a1300,330,统计17级,,,202cb962ac59075b964b07152d234b724,,,,,,,,,,,,,,,2021-06-23 20:35:00,,1070.0,,18688881424,2018323,,,男,广东河源,广州,34,已流失
1434,,包晓波,a563,330,统计17级,,,202cb962ac59075b964b07152d234b304,,,,,,,,,,,,,,,2021-02-18 19:54:00,,,,18688880633,2017563,,,男,广东广州,广州,37,准流失
2299,,包晓华,a1327,330,统计17级,,,202cb962ac59075b964b07152d234b751,,,,,,,,,,,,,,,2021-11-04 20:42:00,,1070.0,,18688881451,2018350,,,男,广东佛山,广州,33,非流失
1432,,包亦玄,a561,330,统计17级,,,202cb962ac59075b964b07152d234b302,,,,,,,,,,,,,,,2022-03-07 12:32:00,,,,18688880631,2017561,,,男,成都,佛山,21,准流失
2650,,薄其雅,a1678,330,统计17级,,,202cb962ac59075b964b07152d234b1102,,,,,,,,,,,,,,,2022-11-16 13:15:00,,1070.0,,18688881802,2018701,,,女,广西百色,佛山,52,准流失
2855,,鲍春来,a1883,330,统计17级,,,202cb962ac59075b964b07152d234b1307,,,,,,,,,,,,,,,2022-06-05 19:51:00,,1070.0,,18688882007,2018906,,,女,湖南永州,广州,31,准流失
2326,,鲍瀚晟,a1354,330,统计17级,,,202cb962ac59075b964b07152d234b778,,,,,,,,,,,,,,,2021-03-16 20:11:00,,1070.0,,18688881478,2018377,,,男,广东潮州,广州,39,准流失
1791,,鲍凌璇,a819,330,统计17级,,,202cb962ac59075b964b07152d234b243,,,,,,,,,,,,,,,2021-08-12 12:18:00,,1070.0,,18688880943,2017842,,,男,广东潮州,广州,32,准流失
1877,,鲍齐尚,a905,330,统计17级,,,202cb962ac59075b964b07152d234b329,,,,,,,,,,,,,,,2021-10-24 18:57:00,,1070.0,,18688881029,2017928,,,女,广东梅州,广州,30,准流失
2341,,鲍世亮,a1369,330,统计17级,,,202cb962ac59075b964b07152d234b793,,,,,,,,,,,,,,,2021-04-06 19:16:00,,1070.0,,18688881493,2018392,,,男,广东深圳,广州,36,已流失
2225,,鲍彦腾,a1253,330,统计17级,,,202cb962ac59075b964b07152d234b677,,,,,,,,,,,,,,,2021-08-28 18:19:00,,1070.0,,18688881377,2018276,,,男,广东潮州,广州,39,已流失
3518,,鲍益平,a2546,330,统计17级,,,202cb962ac59075b964b07152d234b1970,,,,,,,,,,,,,,,2021-06-07 13:58:00,,1070.0,,18688882670,2019569,,,女,广东潮汕,广州,44,非流失
3795,,鲍子博,a2823,330,统计17级,,,202cb962ac59075b964b07152d234b2247,,,,,,,,,,,,,,,2021-02-21 17:32:00,,1070.0,,18688882947,2019846,,,男,广东中山,广州,27,准流失
2964,,贝天桦,a1992,330,统计17级,,,202cb962ac59075b964b07152d234b1416,,,,,,,,,,,,,,,2022-10-24 17:46:00,,1070.0,,18688882116,2019015,,,男,广东佛山,广州,38,非流失
3308,,毕范樱,a2336,330,统计17级,,,202cb962ac59075b964b07152d234b1760,,,,,,,,,,,,,,,2022-08-16 12:07:00,,1070.0,,18688882460,2019359,,,女,广西桂林,佛山,51,准流失
3693,,毕桂铭,a2721,330,统计17级,,,202cb962ac59075b964b07152d234b2145,,,,,,,,,,,,,,,2022-11-16 21:06:00,,1070.0,,18688882845,2019744,,,女,广西钦州,广州,39,准流失
2951,,毕康伟,a1979,330,统计17级,,,202cb962ac59075b964b07152d234b1403,,,,,,,,,,,,,,,2022-05-15 17:56:00,,1070.0,,18688882103,2019002,,,女,广西北海,广州,31,已流失
2718,,毕文颀,a1746,330,统计17级,,,202cb962ac59075b964b07152d234b1170,,,,,,,,,,,,,,,2022-11-07 11:20:00,,1070.0,,18688881870,2018769,,,女,广西贺州,深圳,51,准流失
3521,,毕信雅,a2549,330,统计17级,,,202cb962ac59075b964b07152d234b1973,,,,,,,,,,,,,,,2021-11-28 17:22:00,,1070.0,,18688882673,2019572,,,女,广东揭阳,广州,28,准流失
3818,,毕永涛,a2846,330,统计17级,,,202cb962ac59075b964b07152d234b2270,,,,,,,,,,,,,,,2022-03-22 17:29:00,,1070.0,,18688882970,2019869,,,男,广东江门,广州,28,准流失
2038,,边宝西,a1066,330,统计17级,,,202cb962ac59075b964b07152d234b490,,,,,,,,,,,,,,,2022-12-15 12:01:00,,1070.0,,18688881190,2018089,,,男,广东广州,广州,24,准流失
2694,,边风,a1722,330,统计17级,,,202cb962ac59075b964b07152d234b1146,,,,,,,,,,,,,,,2021-08-25 18:04:00,,1070.0,,18688881846,2018745,,,男,广东梅州,广州,34,非流失
3070,,边皇豪,a2098,330,统计17级,,,202cb962ac59075b964b07152d234b1522,,,,,,,,,,,,,,,2021-05-14 12:57:00,,1070.0,,18688882222,2019121,,,女,河北沧州,广州,42,非流失
2755,,边洛宁,a1783,330,统计17级,,,202cb962ac59075b964b07152d234b1207,,,,,,,,,,,,,,,2022-04-08 19:12:00,,1070.0,,18688881907,2018806,,,男,广东揭阳,广州,30,准流失
3115,,边艺澄,a2143,330,统计17级,,,202cb962ac59075b964b07152d234b1567,,,,,,,,,,,,,,,2021-08-25 17:49:00,,1070.0,,18688882267,2019166,,,男,广东佛山,广州,28,非流失
3796,,边屹阳,a2824,330,统计17级,,,202cb962ac59075b964b07152d234b2248,,,,,,,,,,,,,,,2022-02-09 20:50:00,,1070.0,,18688882948,2019847,,,男,广东江门,广州,34,准流失
1924,,边易曦,a952,330,统计17级,,,202cb962ac59075b964b07152d234b376,,,,,,,,,,,,,,,2022-11-01 18:26:00,,1070.0,,18688881076,2017975,,,男,广东东莞,广州,32,准流失
2575,,边子瑜,a1603,330,统计17级,,,202cb962ac59075b964b07152d234b1027,,,,,,,,,,,,,,,2021-04-17 21:57:00,,1070.0,,18688881727,2018626,,,男,广东潮州,广州,38,准流失
3740,,别二,a2768,330,统计17级,,,202cb962ac59075b964b07152d234b2192,,,,,,,,,,,,,,,2022-08-20 12:49:00,,1070.0,,18688882892,2019791,,,女,广西柳州,广州,47,非流失
1896,,别平,a924,330,统计17级,,,202cb962ac59075b964b07152d234b348,,,,,,,,,,,,,,,2021-07-22 12:49:00,,1070.0,,18688881048,2017947,,,男,广东肇庆,东莞,52,准流失
3339,,别祺川,a2367,330,统计17级,,,202cb962ac59075b964b07152d234b1791,,,,,,,,,,,,,,,2021-11-03 17:12:00,,1070.0,,18688882491,2019390,,,女,广西北海,广州,21,准流失
2513,,别元郎,a1541,330,统计17级,,,202cb962ac59075b964b07152d234b965,,,,,,,,,,,,,,,2021-03-19 12:27:00,,1070.0,,18688881665,2018564,,,男,广东中山,广州,20,准流失
2002,,邴翰音,a1030,330,统计17级,,,202cb962ac59075b964b07152d234b454,,,,,,,,,,,,,,,2022-10-18 18:31:00,,1070.0,,18688881154,2018053,,,男,广东韶关,广州,40,已流失
2877,,邴昊然,a1905,330,统计17级,,,202cb962ac59075b964b07152d234b1329,,,,,,,,,,,,,,,2021-10-11 21:29:00,,1070.0,,18688882029,2018928,,,男,广东梅州,广州,23,已流失
1749,,邴智阳,a777,330,统计17级,,,202cb962ac59075b964b07152d234b201,,,,,,,,,,,,,,,2022-03-17 12:41:00,,1070.0,,18688880901,2017800,,,女,广西贺州,广州,39,非流失
3011,,卜文龙,a2039,330,统计17级,,,202cb962ac59075b964b07152d234b1463,,,,,,,,,,,,,,,2021-07-02 13:11:00,,1070.0,,18688882163,2019062,,,男,广东韶关,广州,47,准流失
3075,,卜祥宾,a2103,330,统计17级,,,202cb962ac59075b964b07152d234b1527,,,,,,,,,,,,,,,2021-07-21 19:01:00,,1070.0,,18688882227,2019126,,,男,广东佛山,广州,28,准流失
3787,,步安梵,a2815,330,统计17级,,,202cb962ac59075b964b07152d234b2239,,,,,,,,,,,,,,,2021-08-23 13:11:00,,1070.0,,18688882939,2019838,,,女,广西柳州,广州,35,非流失
3495,,步浩阳,a2523,330,统计17级,,,202cb962ac59075b964b07152d234b1947,,,,,,,,,,,,,,,2021-05-18 19:18:00,,1070.0,,18688882647,2019546,,,女,广西南宁,广州,27,非流失
2490,,步哲易,a1518,330,统计17级,,,202cb962ac59075b964b07152d234b942,,,,,,,,,,,,,,,2021-10-08 19:54:00,,1070.0,,18688881642,2018541,,,男,广东韶关,广州,21,准流失
1885,,蔡昌高,a913,330,统计17级,,,202cb962ac59075b964b07152d234b337,,,,,,,,,,,,,,,2021-03-15 21:28:00,,1070.0,,18688881037,2017936,,,女,广西河池,广州,29,已流失
1539,,蔡帆题,a668,330,统计17级,,,202cb962ac59075b964b07152d234b409,,,,,,,,,,,,,,,2021-12-14 19:16:00,,,,18688880738,2017668,,,女,河南郑州,广州,45,准流失
3710,,蔡昊江,a2738,330,统计17级,,,202cb962ac59075b964b07152d234b2162,,,,,,,,,,,,,,,2022-11-13 12:58:00,,1070.0,,18688882862,2019761,,,男,广东惠州,广州,40,准流失
1534,,蔡昊霖,a663,330,统计17级,,,202cb962ac59075b964b07152d234b404,,,,,,,,,,,,,,,2021-04-30 19:45:00,,,,18688880733,2017663,,,女,成都,广州,26,非流失
1533,,蔡锦诚,a662,330,统计17级,,,202cb962ac59075b964b07152d234b403,,,,,,,,,,,,,,,2021-10-06 20:38:00,,,,18688880732,2017662,,,男,安徽合肥,广州,44,准流失
1540,,蔡仁皓,a669,330,统计17级,,,202cb962ac59075b964b07152d234b410,,,,,,,,,,,,,,,2021-05-19 18:33:00,,,,18688880739,2017669,,,男,广东广州,佛山,45,已流失
3181,,蔡荣达,a2209,330,统计17级,,,202cb962ac59075b964b07152d234b1633,,,,,,,,,,,,,,,2021-11-11 20:20:00,,1070.0,,18688882333,2019232,,,女,广西柳州,广州,37,非流失
3401,,蔡思钿,a2429,330,统计17级,,,202cb962ac59075b964b07152d234b1853,,,,,,,,,,,,,,,2021-06-30 20:43:00,,1070.0,,18688882553,2019452,,,男,广东佛山,广州,35,准流失
2986,,蔡思瀚,a2014,330,统计17级,,,202cb962ac59075b964b07152d234b1438,,,,,,,,,,,,,,,2021-09-24 21:12:00,,1070.0,,18688882138,2019037,,,女,山东淄博,广州,28,准流失
1536,,蔡溯韬,a665,330,统计17级,,,202cb962ac59075b964b07152d234b406,,,,,,,,,,,,,,,2021-05-02 21:05:00,,,,18688880735,2017665,,,男,湖南怀化,广州,40,准流失
2005,,蔡先曙,a1033,330,统计17级,,,202cb962ac59075b964b07152d234b457,,,,,,,,,,,,,,,2022-08-22 20:42:00,,1070.0,,18688881157,2018056,,,男,广东潮汕,广州,31,已流失
1537,,蔡学韬,a666,330,统计17级,,,202cb962ac59075b964b07152d234b407,,,,,,,,,,,,,,,2022-03-30 21:48:00,,,,18688880736,2017666,,,男,广西柳州,广州,50,非流失
1875,,蔡阳,a903,330,统计17级,,,202cb962ac59075b964b07152d234b327,,,,,,,,,,,,,,,2021-10-18 18:09:00,,1070.0,,18688881027,2017926,,,男,广东梅州,广州,29,已流失
3194,,蔡烨涵,a2222,330,统计17级,,,202cb962ac59075b964b07152d234b1646,,,,,,,,,,,,,,,2022-01-19 11:27:00,,1070.0,,18688882346,2019245,,,男,广东湛江,广州,38,已流失
1542,,蔡奕涵,a671,330,统计17级,,,202cb962ac59075b964b07152d234b412,,,,,,,,,,,,,,,2022-12-08 17:59:00,,,,18688880741,2017671,,,女,广东广州,佛山,42,已流失
1538,,蔡雨桐,a667,330,统计17级,,,202cb962ac59075b964b07152d234b408,,,,,,,,,,,,,,,2022-04-13 12:27:00,,,,18688880737,2017667,,,女,浙江杭州,佛山,41,准流失
1541,,蔡泽韬,a670,330,统计17级,,,202cb962ac59075b964b07152d234b411,,,,,,,,,,,,,,,2021-09-04 20:02:00,,,,18688880740,2017670,,,男,浙江杭州,广州,25,准流失
1841,,苍常弘,a869,330,统计17级,,,202cb962ac59075b964b07152d234b293,,,,,,,,,,,,,,,2022-10-05 17:27:00,,1070.0,,18688880993,2017892,,,女,广东云浮,广州,36,准流失
2049,,苍宏斌,a1077,330,统计17级,,,202cb962ac59075b964b07152d234b501,,,,,,,,,,,,,,,2021-04-09 13:29:00,,1070.0,,18688881201,2018100,,,男,广东潮汕,东莞,54,准流失
3448,,苍庆彤,a2476,330,统计17级,,,202cb962ac59075b964b07152d234b1900,,,,,,,,,,,,,,,2021-06-27 19:55:00,,1070.0,,18688882600,2019499,,,女,广西百色,广州,22,准流失
1977,,苍文曦,a1005,330,统计17级,,,202cb962ac59075b964b07152d234b429,,,,,,,,,,,,,,,2021-05-13 20:23:00,,1070.0,,18688881129,2018028,,,女,四川内江,广州,32,已流失
1816,,苍庾锐,a844,330,统计17级,,,202cb962ac59075b964b07152d234b268,,,,,,,,,,,,,,,2022-04-17 18:18:00,,1070.0,,18688880968,2017867,,,女,广西梧州,广州,38,准流失
3741,,苍政熙,a2769,330,统计17级,,,202cb962ac59075b964b07152d234b2193,,,,,,,,,,,,,,,2021-11-22 21:20:00,,1070.0,,18688882893,2019792,,,男,广东珠海,广州,24,已流失
1783,,曹淦乐,a811,330,统计17级,,,202cb962ac59075b964b07152d234b235,,,,,,,,,,,,,,,2022-04-15 12:30:00,,1070.0,,18688880935,2017834,,,男,广东佛山,广州,47,非流失
3277,,曹瀚,a2305,330,统计17级,,,202cb962ac59075b964b07152d234b1729,,,,,,,,,,,,,,,2022-11-28 19:39:00,,1070.0,,18688882429,2019328,,,男,广东韶关,广州,32,非流失
2062,,曹康煦,a1090,330,统计17级,,,202cb962ac59075b964b07152d234b514,,,,,,,,,,,,,,,2022-07-18 19:44:00,,1070.0,,18688881214,2018113,,,男,广东佛山,广州,27,准流失
3606,,曹彦磊,a2634,330,统计17级,,,202cb962ac59075b964b07152d234b2058,,,,,,,,,,,,,,,2021-08-30 17:15:00,,1070.0,,18688882758,2019657,,,女,广东湛江,广州,33,准流失
3372,,曹哲宇,a2400,330,统计17级,,,202cb962ac59075b964b07152d234b1824,,,,,,,,,,,,,,,2021-06-08 17:20:00,,1070.0,,18688882524,2019423,,,男,广东东莞,广州,30,非流失
1115,,曾慧,a140,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2021-06-30 12:58:00,,2023-08-21 21:42:00,,,,,,,,,2021-06-30 12:58:00,,1070.0,,18688880214,2017140,,,女,浙江,广州,22,非流失
1936,,曾敬轩,a964,330,统计17级,,,202cb962ac59075b964b07152d234b388,,,,,,,,,,,,,,,2021-02-03 17:35:00,,1070.0,,18688881088,2017987,,,女,安徽宿州,广州,38,准流失
3083,,曾琪,a2111,330,统计17级,,,202cb962ac59075b964b07152d234b1535,,,,,,,,,,,,,,,2021-05-09 17:12:00,,1070.0,,18688882235,2019134,,,男,广东潮汕,广州,34,已流失
3636,,曾庆云,a2664,330,统计17级,,,202cb962ac59075b964b07152d234b2088,,,,,,,,,,,,,,,2021-05-05 20:24:00,,1070.0,,18688882788,2019687,,,男,广东肇庆,广州,24,准流失
1116,,曾天,a141,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2021-10-12 17:06:00,,2023-08-28 19:35:00,,,,,,,,,2021-10-12 17:06:00,,1070.0,,18688880314,2017141,,,男,浙江,广州,23,准流失
2076,,曾向南,a1104,330,统计17级,,,202cb962ac59075b964b07152d234b528,,,,,,,,,,,,,,,2022-10-02 12:08:00,,1070.0,,18688881228,2018127,,,男,广东阳江,广州,31,准流失
2359,,曾小涛,a1387,330,统计17级,,,202cb962ac59075b964b07152d234b811,,,,,,,,,,,,,,,2022-03-23 12:17:00,,1070.0,,18688881511,2018410,,,男,广东湛江,广州,43,准流失
1114,,曾耀扬,a139,330,统计17级,,,202cb962ac59075b964b07152d234b70,,,,2021-06-12 20:30:00,,2023-08-27 20:48:00,,,,,,,,,2021-06-12 20:30:00,,1070.0,,18688880114,2017139,,,男,广东广州,广州,21,准流失
2627,,曾勇文,a1655,330,统计17级,,,202cb962ac59075b964b07152d234b1079,,,,,,,,,,,,,,,2022-08-30 20:57:00,,1070.0,,18688881779,2018678,,,女,广东揭阳,广州,34,准流失
2639,,曾子谦,a1667,330,统计17级,,,202cb962ac59075b964b07152d234b1091,,,,,,,,,,,,,,,2022-04-24 12:25:00,,1070.0,,18688881791,2018690,,,女,广西北海,广州,41,已流失
2967,,曾子冉,a1995,330,统计17级,,,202cb962ac59075b964b07152d234b1419,,,,,,,,,,,,,,,2021-09-02 19:51:00,,1070.0,,18688882119,2019018,,,女,山东济南,广州,33,准流失
3731,,查开元,a2759,330,统计17级,,,202cb962ac59075b964b07152d234b2183,,,,,,,,,,,,,,,2021-01-16 19:45:00,,1070.0,,18688882883,2019782,,,男,广东珠海,广州,31,准流失
1618,,柴柏君,a747,330,统计17级,,,202cb962ac59075b964b07152d234b488,,,,,,,,,,,,,,,2022-03-01 17:48:00,,,,18688880817,2017747,,,女,广东茂名,广州,44,准流失
1607,,柴成立,a736,330,统计17级,,,202cb962ac59075b964b07152d234b477,,,,,,,,,,,,,,,2021-03-07 21:59:00,,,,18688880806,2017736,,,男,广东广州,佛山,26,准流失
3430,,柴承德,a2458,330,统计17级,,,202cb962ac59075b964b07152d234b1882,,,,,,,,,,,,,,,2022-10-21 18:34:00,,1070.0,,18688882582,2019481,,,女,安徽黄山,广州,27,非流失
1787,,柴承嗣,a815,330,统计17级,,,202cb962ac59075b964b07152d234b239,,,,,,,,,,,,,,,2022-07-02 12:35:00,,1070.0,,18688880939,2017838,,,男,广东深圳,广州,47,非流失
1011,,柴德馨,a30,330,统计17级,,,202cb962ac59075b964b07152d234b74,,,,2022-01-28 20:16:00,,2023-08-28 21:47:00,,,,,,,,,2022-01-28 20:16:00,,1070.0,,18688880030,2017030,,,男,广东广州,广州,46,非流失
3684,,柴干,a2712,330,统计17级,,,202cb962ac59075b964b07152d234b2136,,,,,,,,,,,,,,,2021-02-21 19:02:00,,1070.0,,18688882836,2019735,,,男,广东潮州,广州,35,非流失
1610,,柴观骁,a739,330,统计17级,,,202cb962ac59075b964b07152d234b480,,,,,,,,,,,,,,,2021-02-01 19:47:00,,,,18688880809,2017739,,,男,天津,广州,46,非流失
1609,,柴豪逊,a738,330,统计17级,,,202cb962ac59075b964b07152d234b479,,,,,,,,,,,,,,,2021-11-03 12:23:00,,,,18688880808,2017738,,,女,广西南宁,佛山,49,已流失
1012,,柴鸿飞,a31,330,统计17级,,,202cb962ac59075b964b07152d234b75,,,,2022-04-04 12:21:00,,2023-08-20 21:31:00,,,,,,,,,2022-04-04 12:21:00,,1070.0,,18688880031,2017031,,,男,广东潮汕,广州,35,准流失
1602,,柴亟汛,a731,330,统计17级,,,202cb962ac59075b964b07152d234b472,,,,,,,,,,,,,,,2021-11-29 12:11:00,,,,18688880801,2017731,,,男,天津,广州,48,已流失
1611,,柴净汕,a740,330,统计17级,,,202cb962ac59075b964b07152d234b481,,,,,,,,,,,,,,,2022-07-29 13:15:00,,,,18688880810,2017740,,,女,海南海口,佛山,28,非流失
